artwork_id,color_pallete,palette_count
1386,#5f3917,8280
1386,#d8d2b7,4194
1386,#d6c49e,5411
1386,#ad7e4d,4059
1386,#9f6230,4285
1386,#8d7a56,3651
1386,#855c30,6011
1386,#362412,7360
1458,#d4cbc6,5533
1458,#c8bdb8,7667
1458,#958389,6487
1458,#7b636e,5512
1458,#382330,5881
1458,#1e111d,6496
1458,#ded8d5,4310
1458,#b7a29d,7715
1458,#6e4e58,3754
1458,#594855,3729
1458,#4e3846,4758
1458,#492a37,3694
1568,#dec398,3884
1568,#a6653f,6358
1568,#978172,4195
1568,#8a6543,5360
1568,#6f6157,3932
1568,#472f2b,4933
1568,#3a1b17,6710
1568,#a59492,6957
1568,#874835,5426
1568,#694632,6261
1568,#4d4047,3713
1568,#69321f,7807
1619,#d0dde2,3526
1619,#7a6f66,6034
1619,#181510,6883
1619,#16110c,5860
1619,#0e0b07,5687
1619,#becacf,4944
1619,#b3bcc1,4090
1619,#a4b2ba,5148
1619,#989c9c,8538
1619,#332a23,3731
1619,#1e1814,6260
1619,#11100c,4835
1632,#efefef,3728
1632,#ededed,13933
1632,#959595,4625
1632,#535353,3702
1632,#3b3b3b,3659
1632,#2d2d2d,3146
1632,#eeeeee,9639
1632,#ececec,10621
1632,#e6e6e6,1897
1632,#b8b8b8,2794
1632,#747474,3332
1632,#323232,4460
1855,#7a5547,4463
1855,#746762,7792
1855,#723b31,4751
1855,#695750,4690
1855,#5d5152,5491
1855,#492f32,3415
1855,#3a1313,6371
1855,#8e8687,3743
1855,#7e726f,5812
1855,#5e2621,6056
1855,#583a37,5944
1855,#45201f,7008
2014,#decbb0,3825
2014,#cdb59a,5645
2014,#a38164,5605
2014,#95634c,4394
2014,#6d5947,4822
2014,#3f1f11,6092
2014,#1d0b04,5454
2014,#0e0301,6874
2014,#b79e84,6446
2014,#673a23,6484
2014,#4a3422,5271
2014,#26180e,4624
2044,#d9b19f,3654
2044,#c38d7b,6700
2044,#c17d6c,5782
2044,#bd6f61,4512
2044,#af5d51,5673
2044,#a77162,5470
2044,#945b4e,5577
2044,#89453b,5616
2044,#5b2522,5609
2044,#3f1111,6523
2044,#cd9e8b,5538
2044,#683834,4882
2045,#c2c5b4,4208
2045,#a2917f,3806
2045,#855954,3900
2045,#776d6d,4544
2045,#663d47,6606
2045,#644952,7249
2045,#4e3d4c,7178
2045,#9b725d,4576
2045,#74565b,6042
2045,#724a52,4863
2045,#65545e,5451
2045,#3f2431,7113
2078,#a38b71,4772
2078,#82735e,5548
2078,#574b3b,6563
2078,#463526,9713
2078,#ecd8b8,3668
2078,#d2b899,4752
2078,#c2a688,4201
2078,#b09a7e,4184
2078,#987c61,4588
2078,#776247,6402
2078,#6e5439,4410
2078,#271a10,6735
2204,#efe7cf,3647
2204,#c2b7a9,4065
2204,#aaadaa,3721
2204,#505151,6373
2204,#1b2127,7498
2204,#d2ccbb,4975
2204,#a19a92,5826
2204,#998272,3538
2204,#855e4e,4752
2204,#787a77,6056
2204,#675a50,6325
2204,#3e3638,8760
1353,#d3cbae,3704
1353,#cabd99,6031
1353,#c3b18b,6247
1353,#baa37b,5770
1353,#b0936b,4521
1353,#978963,5683
1353,#82694d,6310
1353,#956e4b,4518
1353,#6b624e,5345
1353,#664c40,6135
1353,#5c3635,5094
1353,#332c32,6178
1522,#d3c1af,4026
1522,#ad9782,4276
1522,#594b48,2999
1522,#504b51,10165
1522,#2f2525,5245
1522,#181111,6920
1522,#8c786a,3441
1522,#716e79,7803
1522,#6e6261,5366
1522,#5c585f,5339
1522,#4a464d,6287
1522,#433430,3669
1744,#c4bb86,4378
1744,#bfb171,5267
1744,#b69b56,5929
1744,#948141,5500
1744,#635b2f,3199
1744,#5a4928,5225
1744,#59371e,7013
1744,#bba865,6172
1744,#af8c46,4626
1744,#8d6430,4668
1744,#785c2d,5623
1744,#352c1d,7936
1792,#e1d1c2,4293
1792,#d3c1aa,4617
1792,#ceb388,3364
1792,#b9afa3,5819
1792,#8b7155,5655
1792,#73654f,6280
1792,#3d3123,7870
1792,#c49a6a,4345
1792,#b09a7c,3751
1792,#a97249,5070
1792,#9c907e,5779
1792,#64462f,8693
1804,#e4cfd5,6537
1804,#b6999b,5652
1804,#a53f2b,7613
1804,#673327,6925
1804,#f6f4f9,4932
1804,#efe8f0,4886
1804,#e38e81,4029
1804,#e1b2b0,6019
1804,#d46853,5217
1804,#a9665a,4590
1804,#73544f,3431
1804,#48180f,5705
1867,#4c3637,5494
1867,#6c3d2c,4895
1867,#6a5146,3938
1867,#5f392a,7363
1867,#1f1316,7553
1867,#cab29c,3923
1867,#a08671,4577
1867,#84624d,3889
1867,#4c261c,8216
1867,#342023,6122
1867,#251c27,3617
1867,#150a0c,5949
2222,#775041,6214
2222,#d3c9a7,3917
2222,#bc936b,4315
2222,#b5a78c,6760
2222,#a37557,4472
2222,#918d81,6250
2222,#6f675f,6671
2222,#453937,6769
2222,#c3b698,5397
2222,#a59278,5617
2222,#8a7460,5175
2222,#77766f,3979
1390,#e1d1c3,3852
1390,#c7ab96,3733
1390,#bc7d5a,2355
1390,#8f5b4a,6268
1390,#d9c0aa,5036
1390,#d8b096,3907
1390,#c3947a,5669
1390,#ac5c34,4774
1390,#a47665,7448
1390,#a14022,7216
1390,#653c31,7651
1390,#331612,7627
1429,#f0d9aa,5227
1429,#ecd5ad,2897
1429,#ebcd8a,5792
1429,#e2c99a,4166
1429,#debf8d,5358
1429,#d9b17d,4283
1429,#f3e0ba,4532
1429,#efd494,4526
1429,#ecce9b,6627
1429,#c8a87c,6019
1429,#b48859,9571
1429,#875a38,6538
1663,#d97731,4107
1663,#b6511b,4002
1663,#a34d21,4895
1663,#8c3916,5615
1663,#884927,4959
1663,#6c371b,5980
1663,#462310,7744
1663,#390b07,8156
1663,#c86021,5977
1663,#be703c,3393
1663,#aa5e34,4503
1663,#6a260f,6205
1739,#d3bb9e,4169
1739,#b1874f,4034
1739,#a37f49,4303
1739,#9b6726,4906
1739,#8b672d,6514
1739,#7e4716,8420
1739,#4f2916,6474
1739,#cbae90,5184
1739,#c3a07c,3656
1739,#b5966e,4377
1739,#927a46,6366
1739,#7e622e,7133
1783,#4f4624,5033
1783,#9e8b5c,5974
1783,#875f31,4556
1783,#77733c,4569
1783,#6a5d2e,4556
1783,#502f15,7080
1783,#363726,3879
1783,#ddc693,3819
1783,#6b4820,5414
1783,#4f5e29,8205
1783,#32241c,5310
1783,#29160e,7141
1922,#bd8b3f,4100
1922,#9e591b,5162
1922,#8b8b92,4879
1922,#74553d,4950
1922,#cbc2c2,3338
1922,#c1741e,4653
1922,#b0a499,5275
1922,#a87021,4706
1922,#7b3218,8047
1922,#727078,6846
1922,#504650,4628
1922,#431e12,8952
2009,#d7b577,4837
2009,#cea96f,5114
2009,#c8b385,4405
2009,#ba9562,5293
2009,#ebd4ba,4454
2009,#dbc093,4104
2009,#c3a66e,4383
2009,#b5a274,5603
2009,#ad9264,5323
2009,#9d8c6b,7409
2009,#8b7452,6604
2009,#5e4614,8007
2039,#ccc9bb,3805
2039,#a8aba1,4885
2039,#9b917f,3752
2039,#7f8179,4514
2039,#635b4e,4991
2039,#4e4f4a,6249
2039,#3e3d38,6247
2039,#201918,8362
2039,#7b624c,3358
2039,#514032,5845
2039,#412e23,7656
2039,#2b2e35,5872
2118,#787f80,2971
2118,#735742,4820
2118,#676759,5722
2118,#4b3f34,9402
2118,#322922,6897
2118,#9aa8b4,4249
2118,#988263,5116
2118,#8c949a,4074
2118,#8a6e50,4243
2118,#786c53,5848
2118,#625643,6728
2118,#505247,5466
1503,#a17942,4678
1503,#906f38,5138
1503,#4b340d,8429
1503,#7d632f,5951
1503,#664f1f,5596
1503,#341503,7355
1503,#c6b88a,3676
1503,#b99663,3293
1503,#a59060,3292
1503,#78521f,5183
1503,#623e12,6984
1503,#b9a67b,5961
1510,#c5a7a5,2544
1510,#be9993,6810
1510,#bd938a,4299
1510,#b88b7f,5126
1510,#b6918b,3767
1510,#b3897e,5396
1510,#ab857d,4986
1510,#a27b71,5079
1510,#635353,6092
1510,#956a5d,4639
1510,#372a2a,8545
1510,#130c0e,8253
1551,#b7b9a0,3875
1551,#85856c,7510
1551,#dad8b4,3993
1551,#cfcaa5,4732
1551,#c9be97,3968
1551,#b3aa98,4904
1551,#9fa088,6290
1551,#9e947a,6224
1551,#9a886d,4254
1551,#b3a480,4317
1551,#6e6852,8207
1551,#433a2a,7262
1610,#dccbb7,3504
1610,#bc9f89,4835
1610,#b58567,3778
1610,#a57154,4831
1610,#744b3e,7893
1610,#34292d,5174
1610,#281b1e,5847
1610,#150b0f,6559
1610,#9c6247,6709
1610,#96847c,4841
1610,#806459,5038
1610,#5c322c,6527
1628,#eeedf0,4831
1628,#cccbd1,4440
1628,#98979d,5704
1628,#616167,4526
1628,#f4f4f6,4693
1628,#e8e8eb,6661
1628,#e3e2e6,5821
1628,#dfdee2,5001
1628,#d8d8dc,5908
1628,#bdbcc2,5543
1628,#45444a,5053
1628,#2d2c32,7355
1641,#fbf9ec,4313
1641,#e9ddc6,4503
1641,#dabd9c,4087
1641,#81755d,6358
1641,#e1d0b7,6849
1641,#dcc6ab,7001
1641,#ccb899,5099
1641,#bda883,6175
1641,#b59e75,3631
1641,#a6987a,6984
1641,#9f8c69,4737
1641,#92886c,5799
1649,#c29b63,4093
1649,#b6915b,5749
1649,#796944,5660
1649,#705d3b,5733
1649,#684f31,3701
1649,#4f4931,7382
1649,#3a4534,3780
1649,#313723,7044
1649,#1d2115,5749
1649,#a98451,6994
1649,#8f8056,3729
1649,#88744b,5922
1725,#f8efdf,4505
1725,#eed3aa,6501
1725,#e9af5a,2008
1725,#ae431b,4762
1725,#412d2d,8464
1725,#f4e6ce,5815
1725,#e87618,9563
1725,#da8a38,2525
1725,#cfaa7f,6274
1725,#bb5825,3805
1725,#b67043,4856
1725,#6a4c44,6458
1731,#6b4d2d,4965
1731,#695b37,5845
1731,#523b22,6740
1731,#485b3d,6288
1731,#52694a,4220
1731,#a38661,3782
1731,#8a6a3c,5911
1731,#825c35,4052
1731,#6b7c59,2411
1731,#4f4c2f,6196
1731,#343e2b,7923
1731,#241c13,7203
1740,#9ba754,5003
1740,#90894c,5979
1740,#7d653f,3771
1740,#605f3f,5890
1740,#2f4d42,7601
1740,#1f2d20,7925
1740,#e0da64,3952
1740,#c6c060,4278
1740,#c2ac5c,4056
1740,#ad8e52,3205
1740,#73824c,6197
1740,#4b563e,7679
1770,#67532c,4186
1770,#594923,4471
1770,#523d18,6890
1770,#4a431d,5027
1770,#402f0c,5858
1770,#5a441f,5141
1770,#4b3612,7079
1770,#413c17,5595
1770,#3f3611,5581
1770,#292e0e,5229
1770,#161616,5649
1770,#141415,4830
1775,#ad793d,4439
1775,#956f3f,4253
1775,#88592c,5093
1775,#674124,5749
1775,#652b1c,6494
1775,#4a291a,8403
1775,#e6be78,4281
1775,#c59454,3914
1775,#975e2b,3966
1775,#7b4422,5891
1775,#7a562e,5785
1775,#37120f,7268
1785,#bb9f79,2835
1785,#8e6738,3974
1785,#4b3f2b,4933
1785,#dcd8c7,3772
1785,#d0caba,5547
1785,#c5bcab,6812
1785,#bcb09b,7368
1785,#a69a81,5515
1785,#9d7e51,5700
1785,#6b4020,7345
1785,#6a5a3c,5814
1785,#3d2213,5921
1801,#c9b3b0,3407
1801,#c47354,2530
1801,#c1978c,5513
1801,#b2715c,4621
1801,#b0593d,6816
1801,#5a4b4b,3801
1801,#b98678,8524
1801,#926e65,6268
1801,#8d3e32,5963
1801,#89584c,5355
1801,#533431,6124
1801,#3c1819,6614
1819,#bfab89,3719
1819,#ac9b77,5274
1819,#a27b53,4865
1819,#9e6945,4898
1819,#8b7f60,6652
1819,#865f3f,4855
1819,#744332,7409
1819,#735b3f,3568
1819,#44312d,7527
1819,#b18052,5129
1819,#a2906e,7187
1819,#906441,4453
1824,#cfc1a4,4476
1824,#c4ab94,6071
1824,#c1b393,2453
1824,#bd9d87,4660
1824,#ac433a,6638
1824,#aaa97f,2678
1824,#a17f6a,6398
1824,#919768,5074
1824,#817554,8902
1824,#b19a82,6933
1824,#542e1d,7634
1824,#c17567,3619
1832,#ecd790,5153
1832,#d7b569,9195
1832,#a68150,5345
1832,#8b5b35,4268
1832,#78593a,5562
1832,#6c351d,3539
1832,#68533a,3669
1832,#5d4530,4345
1832,#33211b,7015
1832,#f1e49e,4693
1832,#e5ca7f,6862
1832,#482e22,5890
1844,#f9f9ec,5348
1844,#b7b3a0,9313
1844,#9f9780,5066
1844,#6c7562,4339
1844,#5b6353,5610
1844,#4c5548,6453
1844,#4b6350,6200
1844,#c7c4b3,2074
1844,#b4ae98,7036
1844,#b2a88d,3971
1844,#a9a490,4833
1844,#938871,5293
1852,#dab575,4028
1852,#c59b61,5841
1852,#9b654e,3630
1852,#3e3133,9047
1852,#1e1318,7795
1852,#d2aa6c,5314
1852,#cba266,6440
1852,#c2925c,4408
1852,#b39064,3271
1852,#9a7c5f,3984
1852,#705c53,5866
1852,#69443a,5912
1870,#d8ad7e,3420
1870,#a5955f,6221
1870,#9d613f,4994
1870,#8b7d4c,6691
1870,#753f26,4474
1870,#fad8ad,4647
1870,#7f5e3f,4846
1870,#c9986d,5473
1870,#b48056,5073
1870,#7f4e35,4646
1870,#533827,7428
1870,#2c1410,7623
1897,#c57f3e,4359
1897,#c09b58,4901
1897,#937b53,4352
1897,#735138,5016
1897,#6f9b6c,6117
1897,#637b5a,8018
1897,#5d4b37,7323
1897,#3a271e,8470
1897,#eccc94,3885
1897,#9eb487,2464
1897,#9c5832,3492
1897,#494638,7139
1927,#c9d3cd,4016
1927,#b69f53,4376
1927,#adb197,6079
1927,#947f3e,5676
1927,#8d7331,4982
1927,#786d3c,6095
1927,#6c5927,4847
1927,#bac2b2,6579
1927,#ae903b,5652
1927,#969062,5376
1927,#574e26,5456
1927,#352810,6402
1945,#dd8f4b,4341
1945,#d2b392,5290
1945,#c6a375,5499
1945,#c38f4e,3947
1945,#ab9165,3903
1945,#8f5728,5257
1945,#887553,7259
1945,#392d21,7450
1945,#e2c4aa,4751
1945,#cf7837,4450
1945,#b8742d,7578
1945,#948c74,5811
1948,#d2b56d,10521
1948,#cfaf69,11232
1948,#c9b57a,76
1948,#c5a562,6629
1948,#c2ad77,306
1948,#bf9b59,7335
1948,#a78555,4050
1948,#cfb979,3496
1948,#d1c295,5462
1948,#ae9a78,5232
1948,#8e745b,4810
1948,#503629,6387
1957,#bc9b78,5744
1957,#b18b66,3169
1957,#93735b,5776
1957,#7f6152,5391
1957,#c49061,6378
1957,#bda487,5859
1957,#bbb0a1,4195
1957,#a07659,5347
1957,#998673,6383
1957,#807066,5717
1957,#645e5a,6438
1957,#4f4642,5139
2031,#bdb5ba,3579
2031,#534942,6313
2031,#38332b,8612
2031,#ad9ea2,5567
2031,#aa887c,3517
2031,#916a5b,4418
2031,#818483,3452
2031,#7d625d,5654
2031,#6b4c44,5579
2031,#665e59,5065
2031,#513830,6321
2031,#251812,7459
2043,#956d5a,5016
2043,#907b6f,4856
2043,#856756,4126
2043,#805548,5434
2043,#6d413c,7182
2043,#564541,6155
2043,#a89687,3839
2043,#9a8678,5915
2043,#726e6a,5290
2043,#6c625b,3757
2043,#69544b,5148
2043,#4c3031,8818
2064,#f6f5f6,4139
2064,#ede9ea,5694
2064,#e4dfdf,7575
2064,#28294d,4251
2064,#d5cece,7961
2064,#bcb4b7,7127
2064,#a69a97,4575
2064,#908a94,4019
2064,#7f7271,4172
2064,#635e6c,4029
2064,#4a4046,4299
2064,#0d0a27,7695
2071,#ededf0,5475
2071,#e7e7ea,6209
2071,#e2e1e5,5182
2071,#dddde1,5668
2071,#a3a3a9,4842
2071,#6c6b71,5415
2071,#444349,5769
2071,#36353b,4957
2071,#f5f4f7,4315
2071,#d5d4d9,6239
2071,#c1c0c6,4190
2071,#27262c,7275
2074,#ffffff,36685
2074,#fcffff,176
2074,#fcfff7,668
2074,#cebfbb,2039
2074,#977d7b,4093
2074,#8a5b59,1893
2074,#765557,2499
2074,#4c232f,3477
2074,#321f29,3781
2074,#614a4d,2800
2074,#57343b,4110
2074,#1c0c18,3315
2100,#eed5bc,5008
2100,#d5c5b0,4176
2100,#d0b9a4,5006
2100,#c9ad97,4583
2100,#b6a799,5654
2100,#a99788,5989
2100,#f8e8d3,3763
2100,#edcab5,3577
2100,#9d8878,4748
2100,#807a70,6903
2100,#615c4f,7966
2100,#404035,8163
2153,#bf996e,3892
2153,#a6835b,5654
2153,#8e5f37,3714
2153,#7a5b39,6550
2153,#704927,5949
2153,#452f12,6860
2153,#321909,6030
2153,#93724c,5886
2153,#675833,4968
2153,#5e4825,6007
2153,#5d3a1b,6140
2153,#483e19,3886
2171,#9b7f50,6155
2171,#7b9583,4979
2171,#7aa199,7909
2171,#684728,5303
2171,#5d6755,5306
2171,#362317,6441
2171,#24110b,6630
2171,#98b29f,2674
2171,#8d6636,4495
2171,#52422b,5933
2171,#51321d,6351
2171,#3d3628,3360
2199,#89675f,4964
2199,#803722,4159
2199,#6e251c,3237
2199,#52352e,8291
2199,#51211d,7261
2199,#290f12,6938
2199,#a28681,3887
2199,#8a4e38,2789
2199,#644a42,5034
2199,#603a31,5385
2199,#5d201c,6067
2199,#3e2221,7524
2236,#c5b5a6,3959
2236,#b8754d,7527
2236,#b69d89,4823
2236,#a08b77,5217
2236,#947353,3912
2236,#c18c65,4363
2236,#ab5c3e,6391
2236,#9a3e34,7263
2236,#945a38,6927
2236,#765243,3074
2236,#6f363d,6090
2236,#4d1a28,5990
2239,#785b27,3750
2239,#49350f,8626
2239,#5c6d39,4881
2239,#49411c,6103
2239,#2b270f,6747
2239,#b1ae6a,3984
2239,#7e8449,3384
2239,#7a6e30,5215
2239,#6c5825,6550
2239,#61461c,4853
2239,#585627,4028
2239,#56441b,7415
1633,#e7d5b9,3977
1633,#b19f81,6805
1633,#eedcc3,4537
1633,#ebd8be,6594
1633,#ead6ba,2762
1633,#e4d0b2,3761
1633,#e0ccae,5089
1633,#dcc8a8,6205
1633,#d6c2a2,5486
1633,#d1be9d,5025
1633,#c9b695,8083
1633,#675a49,7212
1673,#f3e5cf,5590
1673,#f1ebdc,4460
1673,#efe3cc,1659
1673,#edddc5,5931
1673,#f0dec4,3756
1673,#a49783,5270
1673,#f0e0c9,6343
1673,#ebdac0,5256
1673,#e7d8bf,5342
1673,#e0d0b6,6587
1673,#f3e3cc,6726
1673,#575047,8616
1686,#fbdb8f,4416
1686,#f0cd83,4279
1686,#d0a76a,3124
1686,#ad9974,4957
1686,#966743,5998
1686,#877b67,5743
1686,#7b5334,6926
1686,#5c4d3b,7992
1686,#b48451,4194
1686,#a0805b,4651
1686,#7b664e,6254
1686,#362011,7002
1701,#9c7d6b,4055
1701,#72717d,5004
1701,#364150,7236
1701,#122339,4195
1701,#baa6a1,4316
1701,#ac9488,4090
1701,#5c5252,6249
1701,#333032,6192
1701,#212e3e,5111
1701,#201e23,6777
1701,#0f1827,5515
1701,#090c19,6796
1815,#928f82,6941
1815,#8c7b65,5122
1815,#6f614f,5083
1815,#625d4f,5358
1815,#53554d,5686
1815,#4d433a,5344
1815,#3a3d3b,5233
1815,#d1ccb7,3782
1815,#afac9d,5046
1815,#7f7663,5297
1815,#6f7167,6162
1815,#2b2826,6482
1868,#faf7e3,4244
1868,#f5e9ce,5118
1868,#f4e5cb,4546
1868,#efe1ca,5390
1868,#eedfc4,4712
1868,#e7d9c1,4729
1868,#e0d7c0,5495
1868,#ada597,7791
1868,#71695f,6859
1868,#eee4cb,3875
1868,#e8dec6,6531
1868,#d2c8b5,6246
1881,#fae9c8,4017
1881,#f5dfba,6359
1881,#efdbb6,3371
1881,#eed7b1,5478
1881,#e8cfad,5597
1881,#f3dcb7,5228
1881,#efd8b6,5112
1881,#ead6b2,4746
1881,#dbc8ac,5989
1881,#a19280,5947
1881,#50483f,8111
1881,#ead2af,5581
2032,#e8e1d8,6474
2032,#e6dfd6,7923
2032,#e4dfd5,1018
2032,#e2dbd1,5554
2032,#dfd9cf,5242
2032,#c9c3b8,5979
2032,#e4ddd3,4502
2032,#69655c,6588
2032,#eae6de,3544
2032,#e5ded4,4665
2032,#e2dcd2,6379
2032,#ddd8cd,7668
2060,#f9efde,3495
2060,#f4e5d2,5449
2060,#f2e9d5,3787
2060,#d9cdbb,6739
2060,#fbf6e9,4805
2060,#f7ead6,5316
2060,#f3e4cd,4611
2060,#efe0cb,5372
2060,#ede4cf,5570
2060,#ecdeca,5070
2060,#e8dcc8,8835
2060,#7d746a,6487
2126,#cabfa2,3939
2126,#ab8d68,3904
2126,#9f7956,4600
2126,#95896e,4364
2126,#857358,5447
2126,#806147,6608
2126,#b5a485,4642
2126,#937655,5318
2126,#8c6448,5293
2126,#725e48,6188
2126,#6b4a35,8092
2126,#4e3a2b,7141
1420,#eedfb9,4588
1420,#e8d1a2,5857
1420,#d4b581,6230
1420,#a79984,6645
1420,#6c5d51,5309
1420,#e9d8b2,6453
1420,#e4d4ad,6516
1420,#e3ca95,4720
1420,#d7c6a0,4148
1420,#d59c61,3801
1420,#af6c43,4062
1420,#3b2a28,7207
1431,#b6b5ab,4727
1431,#7f6d3e,3962
1431,#787d5e,4525
1431,#726d44,4872
1431,#6c592f,5980
1431,#664d23,5290
1431,#524d2d,6225
1431,#1f170d,7427
1431,#93988c,3442
1431,#878257,4428
1431,#656846,6043
1431,#42341b,8615
1486,#d6a580,4108
1486,#d39564,6492
1486,#d18b55,4976
1486,#af774d,3665
1486,#883f20,6678
1486,#d18053,4715
1486,#d07e35,5977
1486,#c47a41,3325
1486,#b66432,4996
1486,#965e3a,4376
1486,#582c1d,7852
1486,#3c0a08,8376
1559,#fef374,4940
1559,#fdef6d,3772
1559,#fce767,3809
1559,#f6cf4d,6345
1559,#f0b740,5462
1559,#cd993b,6931
1559,#956128,7842
1559,#fef687,4310
1559,#fdf284,4188
1559,#fbe257,5005
1559,#dbb046,4573
1559,#b27e33,8359
1635,#e7cfb3,1713
1635,#ceaf98,6215
1635,#9e7f6c,5214
1635,#7c472f,4835
1635,#48352b,6543
1635,#34231b,6532
1635,#d1c6ce,7695
1635,#cd966a,6212
1635,#c6804e,4237
1635,#a4623c,6029
1635,#77604d,5506
1635,#52463a,4805
1645,#d6cb9e,4725
1645,#bf9356,4774
1645,#a77947,4810
1645,#a5653a,4605
1645,#c6b281,2993
1645,#ab8a56,3972
1645,#864a37,5349
1645,#75604b,5712
1645,#64322c,5995
1645,#61483f,6411
1645,#412c2c,8247
1645,#281016,7943
1748,#ccb599,5006
1748,#c18d4d,5880
1748,#c09969,3695
1748,#a87d4e,6120
1748,#c08b47,6006
1748,#c59250,7390
1748,#bd9058,2151
1748,#b98a4e,3532
1748,#b68243,5005
1748,#946a46,7928
1748,#76523e,7254
1748,#b98646,5569
1777,#b38f54,5814
1777,#9b6d3d,5763
1777,#955b31,4402
1777,#6d4731,5202
1777,#562f25,6653
1777,#532520,3772
1777,#2a1518,5324
1777,#1d0d12,6810
1777,#bd9e61,4048
1777,#a78049,6044
1777,#43221e,7890
1777,#301e1e,3814
1789,#e2d3b2,4518
1789,#e0cba3,4202
1789,#d3c7a7,3985
1789,#ceb992,4807
1789,#acb59a,7066
1789,#a4a180,7248
1789,#f2f0e5,5360
1789,#e6dec6,2908
1789,#d3d2b7,5831
1789,#c0c8ab,6276
1789,#bdbaa1,5947
1789,#8b8467,7388
1820,#a5936d,5494
1820,#977d51,6734
1820,#6d5736,7895
1820,#5b371c,5580
1820,#3f2d1c,3157
1820,#3c1f0d,8180
1820,#beb088,3550
1820,#936a37,5036
1820,#915821,4249
1820,#6f3c16,3852
1820,#4e2e17,5904
1820,#2f1408,5905
1963,#f9f5e2,4721
1963,#dcc78a,3721
1963,#ad8953,5584
1963,#8a5f33,5558
1963,#595147,5807
1963,#eae0bc,4070
1963,#c1bca4,4375
1963,#b6a47d,4118
1963,#8b8270,6117
1963,#715a3d,4443
1963,#51321b,9556
1963,#271e17,7466
2019,#c8c7ce,4010
2019,#be793f,4792
2019,#b6ada9,5545
2019,#a3774b,4473
2019,#976337,6707
2019,#6a614a,4702
2019,#393d3b,5723
2019,#2a251f,7285
2019,#a79685,6931
2019,#787668,5018
2019,#6c4e31,6159
2019,#3e5460,4191
2077,#c69f79,4728
2077,#bf7f3a,4184
2077,#91775d,4843
2077,#8d8f91,6484
2077,#725536,6011
2077,#6b7375,5904
2077,#623722,4151
2077,#3b231d,6715
2077,#d08e46,8198
2077,#c6beb7,3769
2077,#b8aca1,4853
2077,#959ea8,5696
2091,#f5ede3,5424
2091,#e3c592,5045
2091,#d4bf84,4526
2091,#d2a153,6058
2091,#bd8748,6704
2091,#efe0be,6023
2091,#e6d29e,5691
2091,#e4c262,5958
2091,#d6b060,4562
2091,#b5a07b,4933
2091,#98643a,7675
2091,#988470,2937
2094,#d6c1a6,3569
2094,#6b5543,6132
2094,#634938,4464
2094,#4a4337,6497
2094,#3b3126,4955
2094,#262923,5063
2094,#181b15,7073
2094,#bfa881,5631
2094,#a68e6e,6110
2094,#927a65,5992
2094,#8c6850,4958
2094,#716653,5092
2240,#ba9963,3917
2240,#aac9a1,4058
2240,#8e977c,5095
2240,#716d54,5846
2240,#6a8f77,7299
2240,#456757,6573
2240,#dae4d2,5440
2240,#cdc6a2,2678
2240,#99b498,4566
2240,#877453,3852
2240,#5f644d,8177
2240,#40402e,8035
1399,#bba589,4083
1399,#a77f4e,4838
1399,#999184,6565
1399,#412d1d,8799
1399,#d1c0ac,4109
1399,#b69463,3278
1399,#907e62,2880
1399,#80603f,4674
1399,#7d766d,7517
1399,#6b5a48,4682
1399,#554c41,6249
1399,#181a1c,7862
1402,#93553a,5406
1402,#7b4535,3811
1402,#726758,3058
1402,#5c312d,5610
1402,#5a433c,6738
1402,#373938,8260
1402,#bc987e,3722
1402,#a47e65,4869
1402,#9f6c50,4303
1402,#7a5440,6019
1402,#55524a,6165
1402,#25161b,7575
1438,#bc7131,5043
1438,#ba9374,4994
1438,#a38565,5257
1438,#886b4d,5538
1438,#7e4125,6497
1438,#57453a,7190
1438,#411d15,7693
1438,#c8a488,3945
1438,#bd8657,3247
1438,#a37046,4052
1438,#985a30,5333
1438,#77583d,6747
1497,#d0ab8a,3738
1497,#b78d6b,3602
1497,#a34b2a,5425
1497,#601d15,4164
1497,#3f1918,4749
1497,#301f26,6107
1497,#c0703f,6741
1497,#886e66,4787
1497,#553c3a,6497
1497,#300e0e,5126
1497,#20121b,6563
1497,#17040a,8037
1530,#bcc9c6,3598
1530,#adb5b9,5680
1530,#8d6f64,3544
1530,#744f3f,6154
1530,#6f6976,5037
1530,#5b4d63,3998
1530,#382322,7503
1530,#9ca0c3,7591
1530,#918ea9,4936
1530,#5e3a2e,8877
1530,#45467e,6713
1530,#3e3869,1905
1571,#d0cdb0,4345
1571,#cbb183,3619
1571,#c4bf9d,5023
1571,#c19975,3647
1571,#adaf8a,4316
1571,#8f775a,6715
1571,#747565,6246
1571,#6d5d34,9706
1571,#ab966b,5478
1571,#a37c61,4006
1571,#8e927a,6735
1571,#524227,5700
1808,#e1c183,4548
1808,#dfd1aa,4226
1808,#cfb176,6058
1808,#caa162,4788
1808,#ab7f4b,8442
1808,#7b7160,5653
1808,#76553c,6041
1808,#433333,5809
1808,#eae0be,4430
1808,#ccbe95,3371
1808,#b1a078,6067
1808,#47525c,6103
1947,#c89f76,5264
1947,#ad7b4e,4701
1947,#a6693a,4466
1947,#95552c,4704
1947,#795339,4744
1947,#57372c,5035
1947,#d0ae8d,4080
1947,#b98e64,6148
1947,#836e5a,7881
1947,#7e4222,4719
1947,#743017,5847
1947,#45140c,7947
2213,#cfa97d,4947
2213,#ce8f50,5732
2213,#c78142,5438
