artist,year,color,paint_id,artwork_name,artwork_url
Degas,1910,#d88b35,1978,Two Dancers in Yellow and Pink,https://uploads3.wikiart.org/images/Degas-degas/two-dancers-in-yellow-and-pink.jpg
Degas,1913,#2d2a25,1856,the irving place burlesque 1930,https://www.moma.org//media/W1siZiIsIjE2NzcyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=b176e6b2f4781244
Degas,1932,#37352d,1869,breadline-no one has starved,https://www.moma.org//media/W1siZiIsIjEzNTU4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=411ce8a15154bb56
Degas,1932,#f2ecdc,2166,the steeplechase,https://www.moma.org//media/W1siZiIsIjE2NzcyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=357ae24e5e67a26a
Degas,1933,#efeae3,1409,"union square from the portfolio the american scene, series 1",https://www.moma.org//media/W1siZiIsIjE4MjI2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=b1e380d3f33bd769
Degas,1934,#75572c,1816,in fourteenth street,https://www.moma.org//media/W1siZiIsIjE3NjkwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=380401394725c8ac
Degas,1938,#4c453b,2051,battery (belles),https://www.moma.org//media/W1siZiIsIjE3OTk2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDIwMDB4MjAwMFx1MDAzZSJdXQ.jpg?sha=b9fcaead6454885f
Degas,1954,#262626,1692,dancer looking at the sole of her right foot (fourth state),https://images.metmuseum.org/CRDImages/es/original/176414.jpg
Guillaumin,1867,#664e42,2289,The Seine,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/the-seine-1867.jpg
Guillaumin,1869,#f3f4e9,2263,a path in the snow,http://www.wga.hu/art/g/guillau/01guilla.jpg
Guillaumin,1869,#a0b4a6,2313,Hollow in the Snow,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/hollow-in-the-snow-1869.jpg
Guillaumin,1870,#36190b,2264,Landscape,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/landscape-1870.jpg
Guillaumin,1871,#53554c,2276,railroad bridge over the marne at joinville,https://images.metmuseum.org/CRDImages/rl/original/0180-1.jpg
Guillaumin,1872,#76524a,2272,still-life,http://www.wga.hu/art/g/guillau/02guilla.jpg
Guillaumin,1873,#84a69a,2301,sunset at ivry,http://www.wga.hu/art/g/guillau/03guilla.jpg
Guillaumin,1873,#a49d89,2328,Sunset at Ivry (Soleil couchant &#224; Ivry),https://uploads1.wikiart.org/images/Guillaumin-guillaumin/sunset-at-ivry-soleil-couchant-ivry-1873.jpg
Guillaumin,1874,#cbd9dc,2324,"Quai de Bercy, effets de neige",https://uploads4.wikiart.org/images/Guillaumin-guillaumin/quai-de-bercy-effets-de-neige-1874.jpg
Guillaumin,1875,#668c97,2280,"quai de la gare, snow (quai de bercy)",http://www.wga.hu/art/g/guillau/04guilla.jpg
Guillaumin,1875,#959275,2283,La Place Valhubert,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/la-place-valhubert-1875.jpg
Guillaumin,1876,#9eb3d5,2268,Neige,https://uploads7.wikiart.org/images/Guillaumin-guillaumin/neige-1876.jpg
Guillaumin,1877,#0b0a0d,2262,reclining nude,http://www.wga.hu/art/g/guillau/09guilla.jpg
Guillaumin,1878,#92a7d0,2302,Le Pont des Arts,https://uploads0.wikiart.org/images/Guillaumin-guillaumin/le-pont-des-arts-1878.jpg
Guillaumin,1878,#382725,2311,Autoportrait au chevalet,https://uploads8.wikiart.org/images/Guillaumin-guillaumin/autoportrait-au-chevalet-1878.jpg
Guillaumin,1878,#afa8b2,2318,The Seine river at Charenton,https://uploads3.wikiart.org/images/Guillaumin-guillaumin/the-seine-river-at-charenton-1878.jpg
Guillaumin,1879,#46352f,2320,the seine in winter,http://www.wga.hu/art/g/guillau/05guilla.jpg
Guillaumin,1880,#7c523b,2265,Vue de port,https://uploads4.wikiart.org/images/Guillaumin-guillaumin/vue-de-port-1880.jpg
Guillaumin,1881,#816c57,2312,barges in the snow,http://www.wga.hu/art/g/guillau/06guilla.jpg
Guillaumin,1883,#3b2828,2315,Effts de neige &#224; Palaiseau,https://uploads8.wikiart.org/images/Guillaumin-guillaumin/effts-de-neige-palaiseau-1883.jpg
Guillaumin,1884,#151518,2297,Epinay-sur-Orge,https://uploads8.wikiart.org/images/Guillaumin-guillaumin/epinay-sur-orge-1884.jpg
Guillaumin,1885,#1b1916,2260,the fishermen,http://www.wga.hu/art/g/guillau/07guilla.jpg
Guillaumin,1885,#6d7875,2321,Vase de chrysanthemes,https://uploads5.wikiart.org/images/Guillaumin-guillaumin/vase-de-chrysanthemes-1885.jpg
Guillaumin,1885,#17171d,2326,Apr&#232;s la pluie,https://uploads7.wikiart.org/images/Guillaumin-guillaumin/apr-s-la-pluie-1885.jpg
Guillaumin,1887,#0b1317,2298,landscape in normandy apple trees,http://www.wga.hu/art/g/guillau/10guilla.jpg
Guillaumin,1889,#9c8755,2305,Pommiers en fleurs,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/pommiers-en-fleurs-1889.jpg
Guillaumin,1890,#25332c,2277,Landscape of Puy de D&#244;me,https://uploads3.wikiart.org/images/Guillaumin-guillaumin/landscape-of-puy-de-d-me.jpg
Guillaumin,1890,#efe9e5,2278,Creuse under the snow,https://uploads7.wikiart.org/images/Guillaumin-guillaumin/la-creuse-sous-la-neige-1890.jpg
Guillaumin,1890,#a27c50,2290,Caves Prunal near Pontgibaud (Auvergne),https://uploads7.wikiart.org/images/Guillaumin-guillaumin/caves-prunal-near-pontgibaud-auvergne.jpg
Guillaumin,1890,#7e8c37,2296,Valley in Pontgibaud,https://uploads4.wikiart.org/images/Guillaumin-guillaumin/valley-in-pontgibaud-1890.jpg
Guillaumin,1890,#d99a36,2316,Landscape of Creuse at spring,https://uploads0.wikiart.org/images/Guillaumin-guillaumin/paysage-de-la-creuse-printemps.jpg
Guillaumin,1890,#524b43,2329,outskirts of paris,http://www.wga.hu/art/g/guillau/08guilla.jpg
Guillaumin,1890,#46200f,2330,Plateau Bromont at Pontgibaud (Puy de D&#244;me),https://uploads7.wikiart.org/images/Guillaumin-guillaumin/plateau-bromont-at-pontgibaud-puy-de-d-me-1890.jpg
Guillaumin,1894,#b5313b,2282,Les rochers rouges,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/les-rochers-rouges-1894.jpg
Guillaumin,1894,#d07c4b,2327,"Madness Ravine, Crozant",https://uploads6.wikiart.org/images/Guillaumin-guillaumin/madness-ravine-crozant-1894.jpg
Guillaumin,1895,#090810,2274,Landscape at Pontgibaud,https://uploads7.wikiart.org/images/Guillaumin-guillaumin/landscape-at-pontgibaud-1895.jpg
Guillaumin,1895,#3e2b30,2279,"Crozant, les Monts Sedelle, matin",https://uploads6.wikiart.org/images/Guillaumin-guillaumin/crozant-les-monts-sedelle-matin-1895.jpg
Guillaumin,1895,#171027,2286,Saint-Julien-des-Chazes,https://uploads7.wikiart.org/images/Guillaumin-guillaumin/saint-julien-des-chazes-1895.jpg
Guillaumin,1895,#786f75,2288,&#192; la campagne,https://uploads4.wikiart.org/images/Guillaumin-guillaumin/la-campagne-1895.jpg
Guillaumin,1895,#a44c34,2300,"Mountain Landscape - Pontgibaud, village in Peschadoire",https://uploads0.wikiart.org/images/Guillaumin-guillaumin/mountain-landscape-pontgibaud-village-in-peschadoire-1895.jpg
Guillaumin,1895,#38312f,2306,Landscape near Saint-Julien-des-Chazes,https://uploads4.wikiart.org/images/Guillaumin-guillaumin/landscape-near-saint-julien-des-chazes-1895.jpg
Guillaumin,1895,#748770,2310,view of agay,http://www.wga.hu/art/g/guillau/11guilla.jpg
Guillaumin,1895,#1d191a,2314,"Moulin Bouchardon, Crozant",https://uploads0.wikiart.org/images/Guillaumin-guillaumin/moulin-bouchardon-crozant-1895.jpg
Guillaumin,1895,#d9cbbd,2322,The Haystacks,https://uploads6.wikiart.org/images/Guillaumin-guillaumin/the-haystacks-1895.jpg
Guillaumin,1896,#373435,2325,Cottages in a landscape,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/cottages-in-a-landscape.jpg
Guillaumin,1897,#c89975,2291,Les Ruines a Crozant,https://uploads4.wikiart.org/images/Guillaumin-guillaumin/les-ruines-a-crozant-1897.jpg
Guillaumin,1897,#3f3838,2331,Landscape of Creuse,https://uploads1.wikiart.org/images/Guillaumin-guillaumin/paysage-de-creuse-1897.jpg
Guillaumin,1898,#ece3d8,2295,Neige &#224; Crozant,https://uploads6.wikiart.org/images/Guillaumin-guillaumin/neige-crozant-1898.jpg
Guillaumin,1898,#494537,2307,Sunset in Creuse,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/coucher-de-soleil-en-creuse-1898.jpg
Guillaumin,1898,#303431,2317,"the bouchardon mill, crozant",https://images.metmuseum.org/CRDImages/rl/original/DT3119.jpg
Guillaumin,1899,#afa7a3,2292,"the barrage of genetin, crozant",http://www.wga.hu/art/g/guillau/12guilla.jpg
Guillaumin,1899,#a4acaf,2319,Saint-Sauves under the snow,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/saint-sauves-under-the-snow-1899.jpg
Guillaumin,1900,#311416,2259,Winter in Saint-Sauves-d&#39;Auvergne,https://uploads6.wikiart.org/images/Guillaumin-guillaumin/winter-in-saint-sauves-auvergne-1900.jpg
Guillaumin,1900,#97796b,2261,View of Saint-Sauves,https://uploads4.wikiart.org/images/Guillaumin-guillaumin/view-of-saint-sauves-1900.jpg
Guillaumin,1900,#d7ecf2,2271,Les rapides a Genetin,https://uploads5.wikiart.org/images/Guillaumin-guillaumin/les-rapides-a-genetin-1900.jpg
Guillaumin,1900,#9bb5db,2273,Paysage &#224; Crozant,https://uploads8.wikiart.org/images/Guillaumin-guillaumin/paysage-crozant-1900.jpg
Guillaumin,1900,#919898,2294,Saint-Sauves-d&#39;Auvergne,https://uploads7.wikiart.org/images/Guillaumin-guillaumin/saint-sauves-d-auvergne-1900.jpg
Guillaumin,1900,#304445,2308,"the river, crozant",http://www.wga.hu/art/g/guillau/13guilla.jpg
Guillaumin,1901,#f0e9dd,2299,"Agay, les Roches Rouges",https://uploads6.wikiart.org/images/Guillaumin-guillaumin/agay-les-roches-rouges-1901.jpg
Guillaumin,1902,#1a171b,2266,Moret,https://uploads7.wikiart.org/images/Guillaumin-guillaumin/moret-1902.jpg
Guillaumin,1904,#988996,2257,Moulins en Hollandee,https://uploads4.wikiart.org/images/Guillaumin-guillaumin/moulins-en-hollandee-1904.jpg
Guillaumin,1905,#171620,2258,Paysage du Midi,https://uploads8.wikiart.org/images/Guillaumin-guillaumin/paysage-du-midi-1905.jpg
Guillaumin,1905,#506664,2281,Echo Rock,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/echo-rock-1905.jpg
Guillaumin,1907,#442431,2267,Rochers sur la C&#244;te &#224; Agay,https://uploads8.wikiart.org/images/Guillaumin-guillaumin/rochers-sur-la-c-te-agay-1907.jpg
Guillaumin,1907,#d1e2de,2304,Le Trayas,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/le-trayas-1907.jpg
Guillaumin,1909,#1c1f21,2303,landscape with two sailing boats,https://images.metmuseum.org/CRDImages/rl/original/sf-rlc-1975-1-635.jpg
Guillaumin,1909,#c1d1ce,2309,Le Pornic,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/le-pornic-1909.jpg
Guillaumin,1910,#a79669,2269,Le r&#233;servoir &#224; Poitiers,https://uploads5.wikiart.org/images/Guillaumin-guillaumin/le-r-servoir-poitiers-1910.jpg
Guillaumin,1910,#a0b3c3,2275,Dans le Midi,https://uploads5.wikiart.org/images/Guillaumin-guillaumin/dans-le-midi-1910.jpg
Guillaumin,1910,#150f18,2287,Agay Bay,https://uploads1.wikiart.org/images/Guillaumin-guillaumin/agay-bay-1910.jpg
Guillaumin,1911,#302720,2270,La Pointe du Lou Gaou,https://uploads5.wikiart.org/images/Guillaumin-guillaumin/la-pointe-du-lou-gaou-1911.jpg
Guillaumin,1911,#270d17,2284,Pont-Charraud: gel&#233;e blanche,https://uploads2.wikiart.org/images/Guillaumin-guillaumin/pont-charraud-gel-e-blanche-1911.jpg
Guillaumin,1911,#1d1825,2285,"Rafales de vent, Le Brusc",https://uploads8.wikiart.org/images/Guillaumin-guillaumin/rafales-de-vent-le-brusc-1911.jpg
Guillaumin,1915,#2b1325,2293,"Crozant, solitude",https://uploads0.wikiart.org/images/Guillaumin-guillaumin/crozant-solitude-1915.jpg
Guillaumin,1917,#9ae5e3,2323,Paysage &#224; Crozant,https://uploads8.wikiart.org/images/Guillaumin-guillaumin/paysage-crozant-1917.jpg
Manet,1849,#e1e4d9,2588,Pierrot dancing,https://uploads4.wikiart.org/images/Manet-manet/pierrot-dancing-1849.jpg
Manet,1850,#41332b,2594,Artist&#39;s atelier,https://uploads0.wikiart.org/images/Manet-manet/artist-s-atelier.jpg
Manet,1850,#b4b594,2719,Portrait of Morisot Morisot,https://uploads1.wikiart.org/images/Manet-manet/portrait-of-Morisot-morisot.jpg
Manet,1854,#423233,2688,The barque of Dante (Copy after Delacroix),https://uploads2.wikiart.org/images/Manet-manet/the-barque-of-dante-copy-after-delacroix-1854.jpg
Manet,1858,#322724,2607,boy with cherries,http://www.wga.hu/art/m/manet/1/1early01.jpg
Manet,1858,#1a100d,2664,A woman pouring water (Study of Suzanne Leenhoff),https://uploads0.wikiart.org/images/Manet-manet/a-woman-pouring-water-study-of-suzanne-leenhoff-1858.jpg
Manet,1859,#4a2f1b,2344,Study of trees,https://uploads3.wikiart.org/images/Manet-manet/study-of-trees-1859.jpg
Manet,1859,#1c211a,2377,copy after delacroix's bark of dante,https://images.metmuseum.org/CRDImages/ep/original/DT2005.jpg
Manet,1859,#080608,2660,the surprised nymph,http://www.wga.hu/art/m/manet/1/1early02.jpg
Manet,1859,#664f46,2746,The Boy with Cherries,https://uploads1.wikiart.org/images/Manet-manet/the-boy-with-cherries-1859.jpg
Manet,1859,#453a1c,2766,The absinthe drinker,https://uploads7.wikiart.org/00112/images/Manet-manet/Manet-manet-the-absinthe-drinker-google-art-project.jpg
Manet,1860,#111014,2401,Portrait of Monsieur and Madame Auguste Manet,https://uploads7.wikiart.org/images/Manet-manet/portrait-of-monsieur-and-madame-auguste-manet-1860.jpg
Manet,1860,#2d2933,2471,The Spanish Singer,https://uploads7.wikiart.org/images/Manet-manet/the-spanish-singer-1860.jpg
Manet,1860,#191a13,2669,portrait of monsieur and madame auguste manet,http://www.wga.hu/art/m/manet/1/1early03.jpg
Manet,1860,#221d12,2730,the spanish singer,https://images.metmuseum.org/CRDImages/ep/original/dp130799.jpg
Manet,1861,#cec7ab,2338,"the little cavaliers, after velzquez",https://images.metmuseum.org/CRDImages/dp/original/DP815315.jpg
Manet,1861,#e5d4be,2364,"a cat resting on all fours, seen from behind",https://images.metmuseum.org/CRDImages/dp/original/DP807592.jpg
Manet,1861,#c2c2b1,2415,the spanish singer (le guitarrero),https://images.metmuseum.org/CRDImages/dp/original/DP815313.jpg
Manet,1861,#38332e,2426,the toilette,https://images.metmuseum.org/CRDImages/dp/original/DP815310.jpg
Manet,1861,#252d32,2452,Boy with a sword,https://uploads5.wikiart.org/images/Manet-manet/boy-with-a-sword-1861.jpg
Manet,1861,#d2bc9a,2540,the little girl,https://images.metmuseum.org/CRDImages/dp/original/DP815240.jpg
Manet,1861,#b1bccd,2551,A boy with a dog,https://uploads5.wikiart.org/images/Manet-manet/a-boy-with-a-dog-1861.jpg
Manet,1861,#241d17,2558,Surprised Nymph,https://uploads4.wikiart.org/images/Manet-manet/surprised-nymph-1861.jpg
Manet,1861,#e8d7c0,2575,the urchin,https://images.metmuseum.org/CRDImages/dp/original/DP815301.jpg
Manet,1861,#524535,2578,the spanish singer (le guitarrero),https://images.metmuseum.org/CRDImages/dp/original/DP815314.jpg
Manet,1861,#d2d0c2,2590,the little girl,https://images.metmuseum.org/CRDImages/dp/original/DP815244.jpg
Manet,1861,#6a523b,2632,boy with a sword,https://images.metmuseum.org/CRDImages/ep/original/DT1509.jpg
Manet,1861,#d0c1a5,2756,"the little cavaliers, after velzquez",https://images.metmuseum.org/CRDImages/dp/original/DP815461.jpg
Manet,1861,#e9d5be,2773,"a cat curled up, sleeping",https://images.metmuseum.org/CRDImages/dp/original/DP807593.jpg
Manet,1862,#444039,2349,"hat and guitar. cover design for eaux-fortes par Manet manet, an album of fourteen etchings",https://images.metmuseum.org/CRDImages/dp/original/DP815342.jpg
Manet,1862,#4d473b,2357,mademoiselle v. . . in the costume of an espada,https://images.metmuseum.org/CRDImages/ep/original/DT859.jpg
Manet,1862,#c5c6b7,2365,portrait of charles baudelaire in profile,https://images.metmuseum.org/CRDImages/dp/original/DP815236.jpg
Manet,1862,#101011,2381,music in the tuileries gardens (detail),http://www.wga.hu/art/m/manet/1/3early2.jpg
Manet,1862,#a18f7b,2383,The Boy with a Sword,https://uploads0.wikiart.org/images/Manet-manet/the-boy-with-a-sword-1862.jpg
Manet,1862,#3a1d12,2384,Victorine Meurent,https://uploads6.wikiart.org/images/Manet-manet/victorine-meurent-1862.jpg
Manet,1862,#7c88a8,2386,Gypsy with a Cigarette,https://uploads6.wikiart.org/images/Manet-manet/gypsy-with-a-cigarette.jpg
Manet,1862,#443d38,2395,silentium,https://images.metmuseum.org/CRDImages/dp/original/DP815299.jpg
Manet,1862,#abaa82,2399,The spanish ballet,https://uploads7.wikiart.org/images/Manet-manet/the-spanish-ballet-1862.jpg
Manet,1862,#12130e,2402,Guitar and Hat,https://uploads3.wikiart.org/images/Manet-manet/guitar-and-hat-1862.jpg
Manet,1862,#2e231f,2410,Music in the Tuileries Garden,https://uploads1.wikiart.org/images/Manet-manet/music-in-the-tuileries-gardens-1862.jpg
Manet,1862,#0e0f10,2429,lola de valence (detail),http://www.wga.hu/art/m/manet/1/2spanis3.jpg
Manet,1862,#d4c9b3,2435,mlle. victorine in the costume of an espada,https://images.metmuseum.org/CRDImages/dp/original/DP815460.jpg
Manet,1862,#5c4b3c,2441,Street Singer,https://uploads6.wikiart.org/images/Manet-manet/street-singer.jpg
Manet,1862,#7f7869,2446,boy and dog,https://images.metmuseum.org/CRDImages/dp/original/DP815300.jpg
Manet,1862,#dec9ad,2449,"portrait of charles baudelaire, in profile",https://images.metmuseum.org/CRDImages/dp/original/DP815238.jpg
Manet,1862,#0b090c,2450,music in the tuileries gardens (detail),http://www.wga.hu/art/m/manet/1/3early3.jpg
Manet,1862,#211d1b,2454,"Jeanne Duval, Baudelaire&#39;s Mistress, Reclining (Lady with a Fan)",https://uploads4.wikiart.org/images/Manet-manet/portrait-of-jeanne-duval-1862.jpg
Manet,1862,#d0c7c4,2460,baudelaire's mistress reclining,http://www.wga.hu/art/m/manet/1/3early4.jpg
Manet,1862,#9b7447,2536,gipsy with a cigarette,http://www.wga.hu/art/m/manet/1/2spanis6.jpg
Manet,1862,#272425,2538,Lola de Valence,https://uploads4.wikiart.org/images/Manet-manet/lola-de-valence-1862.jpg
Manet,1862,#48352d,2553,the toilette,https://images.metmuseum.org/CRDImages/dp/original/DP815311.jpg
Manet,1862,#2a271e,2560,music in the tuileries garden,http://www.wga.hu/art/m/manet/1/3early1.jpg
Manet,1862,#4d483f,2577,don mariano camprubi (le balarin),https://images.metmuseum.org/CRDImages/dp/original/DP815309.jpg
Manet,1862,#2b2522,2589,A boy with a pitcher,https://uploads0.wikiart.org/images/Manet-manet/a-boy-with-a-pitcher-1862.jpg
Manet,1862,#421909,2600,The old musician,https://uploads5.wikiart.org/images/Manet-manet/the-old-musician-1862.jpg
Manet,1862,#8d8874,2604,lola de valence,http://www.wga.hu/art/m/manet/1/2spanis2.jpg
Manet,1862,#764a2d,2606,"young woman reclining, in spanish costume",http://www.wga.hu/art/m/manet/1/2spanis7.jpg
Manet,1862,#1b2028,2644,Victorine Meurent in the costume of an Espada,https://uploads7.wikiart.org/images/Manet-manet/victorine-meurent-in-the-costume-of-an-espada-1862.jpg
Manet,1862,#11110f,2666,spanish ballet,http://www.wga.hu/art/m/manet/1/2spanis1.jpg
Manet,1862,#213127,2670,fishing,https://images.metmuseum.org/CRDImages/ep/original/DT1563.jpg
Manet,1862,#6b5c48,2692,the old musician,http://www.wga.hu/art/m/manet/1/2spanis8.jpg
Manet,1862,#372e28,2694,Oysters,https://uploads3.wikiart.org/00112/images/Manet-manet/e-douard-manet-oysters.jpg
Manet,1862,#0c0e0c,2706,mademoiselle v... in the costume of an espada,http://www.wga.hu/art/m/manet/1/2spanis4.jpg
Manet,1862,#eadcc9,2712,"boy with a sword, turned left",https://images.metmuseum.org/CRDImages/dp/original/DP815308.jpg
Manet,1862,#100e0b,2714,portrait of victorine meurent,http://www.wga.hu/art/m/manet/1/3early5.jpg
Manet,1862,#3c3630,2722,the gypsies (les gitanos),https://images.metmuseum.org/CRDImages/dp/original/DP815312.jpg
Manet,1862,#403730,2731,lola de valence,https://images.metmuseum.org/CRDImages/dp/original/DP815306.jpg
Manet,1862,#cca990,2765,mademoiselle v. in the costume of an espada (detail),http://www.wga.hu/art/m/manet/1/2spanis5.jpg
Manet,1862,#d6d5cb,2774,the infanta marguerita after velzquez,https://images.metmuseum.org/CRDImages/dp/original/DP820766.jpg
Manet,1863,#172016,2339,luncheon on the grass (le djeuner sur l'herbe),http://www.wga.hu/art/m/manet/1/5dejeun1.jpg
Manet,1863,#050c0c,2353,luncheon on the grass (detail),http://www.wga.hu/art/m/manet/1/5dejeun2.jpg
Manet,1863,#373737,2361,Woman writing,https://uploads6.wikiart.org/images/Manet-manet/woman-writing.jpg
Manet,1863,#e9d7b7,2411,at the prado,https://images.metmuseum.org/CRDImages/dp/original/DP815337.jpg
Manet,1863,#837c77,2456,Young Woman Reclining in Spanish Costume,https://uploads2.wikiart.org/images/Manet-manet/young-woman-reclining-in-spanish-costume-1863.jpg
Manet,1863,#0d0f12,2509,Olympia,https://uploads5.wikiart.org/images/Manet-manet/olympia-1863.jpg
Manet,1863,#010e14,2514,olympia (detail),http://www.wga.hu/art/m/manet/1/4olympi2.jpg
Manet,1863,#070e17,2567,olympia,http://www.wga.hu/art/m/manet/1/4olympi1.jpg
Manet,1863,#413438,2603,Young man in the costume of a majo,https://uploads5.wikiart.org/images/Manet-manet/young-man-in-the-costume-of-a-majo-1863.jpg
Manet,1863,#181819,2646,The Luncheon on the Grass,https://uploads5.wikiart.org/images/Manet-manet/the-luncheon-on-the-grass-1863.jpg
Manet,1863,#1c241e,2681,Fishing,https://uploads0.wikiart.org/images/Manet-manet/fishing.jpg
Manet,1863,#312b21,2690,young man in the costume of a majo,https://images.metmuseum.org/CRDImages/ep/original/DT862.jpg
Manet,1863,#e8decd,2696,lola de valence,https://images.metmuseum.org/CRDImages/dp/original/DP815305.jpg
Manet,1864,#292825,2368,the dead christ with angels,https://images.metmuseum.org/CRDImages/ep/original/DT856.jpg
Manet,1864,#4a331d,2438,Basket of Fruits,https://uploads0.wikiart.org/images/Manet-manet/basket-of-fruits.jpg
Manet,1864,#baa481,2448,Study to &quot;Dead Christ with Angels&quot;,https://uploads3.wikiart.org/images/Manet-manet/study-to-dead-christ-with-angels-1864.jpg
Manet,1864,#4a564c,2475,the kearsarge at boulogne,https://images.metmuseum.org/CRDImages/ep/original/DT204991.jpg
Manet,1864,#412414,2489,Peonies in a vase,https://uploads6.wikiart.org/images/Manet-manet/peonies-in-a-vase-1864.jpg
Manet,1864,#321c0d,2522,Eel and Red Mullet,https://uploads7.wikiart.org/images/Manet-manet/eel-and-red-mullet-1864.jpg
Manet,1864,#20101d,2525,Branch of White Peonies and Secateurs,https://uploads8.wikiart.org/images/Manet-manet/branch-of-white-peonies-and-secateurs-1864.jpg
Manet,1864,#e8ded0,2530,branch of white peonies and secateurs,http://www.wga.hu/art/m/manet/1/6stilli3.jpg
Manet,1864,#332f2a,2537,still-life,http://www.wga.hu/art/m/manet/1/6stilli2.jpg
Manet,1864,#080808,2549,still-life with fish,http://www.wga.hu/art/m/manet/1/6stilli4.jpg
Manet,1864,#44403e,2563,Fishing boat coming in before the wind (The Kearsarge in Boulogne),https://uploads8.wikiart.org/images/Manet-manet/fishing-boat-coming-in-before-the-wind-the-kearsarge-in-boulogne-1864.jpg
Manet,1864,#1f0a17,2565,Battle of Kearsage and Alabama,https://uploads1.wikiart.org/images/Manet-manet/battle-of-kearsage-and-alabama-1864.jpg
Manet,1864,#d5bfa0,2582,Still Life: Fruits on a Table,https://uploads2.wikiart.org/images/Manet-manet/still-life-fruits-on-a-table-1864(1).jpg
Manet,1864,#6694a6,2584,Steamboat leaving Boulogne,https://uploads6.wikiart.org/images/Manet-manet/steamboat-leaving-boulogne-1864.jpg
Manet,1864,#573b28,2599,vase of peonies on a pedestal,http://www.wga.hu/art/m/manet/1/6stilli1.jpg
Manet,1864,#140911,2605,Vase of Peonies on a Small Pedestal,https://uploads6.wikiart.org/images/Manet-manet/vase-of-peonies-on-a-small-pedestal-1864.jpg
Manet,1864,#06070a,2621,the battle of the kearsarge and the alabama,http://www.wga.hu/art/m/manet/1/7marine1.jpg
Manet,1864,#100e10,2623,marine view (seascape with porpoises),http://www.wga.hu/art/m/manet/1/7marine2.jpg
Manet,1864,#3d2924,2634,The head of Christ,https://uploads2.wikiart.org/images/Manet-manet/the-head-of-christ.jpg
Manet,1864,#383934,2683,peonies,https://images.metmuseum.org/CRDImages/ep/original/DP123836.jpg
Manet,1864,#150f0b,2698,at longchamp racecourse,http://www.wga.hu/art/m/manet/1/6stilli5.jpg
Manet,1864,#221f25,2711,The Dead Christ with Angels,https://uploads7.wikiart.org/images/Manet-manet/the-dead-christ-with-angels-1864.jpg
Manet,1864,#261b13,2749,Peony stem and shears,https://uploads1.wikiart.org/images/Manet-manet/peony-stem-and-shears-1864.jpg
Manet,1864,#5b1c0b,2771,The Bullfight,https://uploads2.wikiart.org/images/Manet-manet/the-bullfight-1864.jpg
Manet,1865,#111a27,2334,Madame Auguste Manet,https://uploads4.wikiart.org/images/Manet-manet/madame-auguste-manet.jpg
Manet,1865,#443d32,2347,marine,https://images.metmuseum.org/CRDImages/dp/original/DP815247.jpg
Manet,1865,#5c584c,2439,the philosopher (le philosophe),https://images.metmuseum.org/CRDImages/dp/original/DP815343.jpg
Manet,1865,#3c293e,2447,The dead toreador,https://uploads0.wikiart.org/images/Manet-manet/the-dead-toreador-1865(1).jpg
Manet,1865,#4f4e4b,2483,the races (les courses),https://images.metmuseum.org/CRDImages/dp/original/DP108215.jpg
Manet,1865,#704b36,2506,Madame Brunet,https://uploads6.wikiart.org/images/Manet-manet/madame-brunet.jpg
Manet,1865,#18130e,2521,bullfight,http://www.wga.hu/art/m/manet/2/2manet01.jpg
Manet,1865,#a99476,2527,marine,https://images.metmuseum.org/CRDImages/dp/original/DP815233.jpg
Manet,1865,#1f1b17,2573,Angelina,https://uploads6.wikiart.org/images/Manet-manet/angelina-1865.jpg
Manet,1865,#3d3731,2587,the tragic actor rouvire in the role of hamlet,https://images.metmuseum.org/CRDImages/dp/original/DP815344.jpg
Manet,1865,#fffeff,2684,"baudelaire bareheaded, full face",http://www.wga.hu/art/m/manet/6/graphic1.jpg
Manet,1865,#200c15,2685,Jesus mocked by the Soldiers,https://uploads8.wikiart.org/images/Manet-manet/jesus-mocked-by-the-soldiers-1865.jpg
Manet,1865,#a19aa0,2748,Women at the Races,https://uploads7.wikiart.org/images/Manet-manet/women-at-the-races-1865.jpg
